_date, average_price , total_volume ,_4046,_4225,_4770,total_bags,type,year,geography
03/01/2022 0:00, 1.26 ," 3,659,462.42 ",1620128.78,2038103.74,1229.91,1365776.24,conventional,2022,Northeast
23/01/2022 0:00, 1.28 ," 904,604.95 ",578016.69,324800.64,1787.62,543673.69,conventional,2022,Plains
16/01/2022 0:00, 1.26 ," 893,196.49 ",536119.93,354942.25,2134.31,631216.24,conventional,2022,Plains
09/01/2022 0:00, 1.21 ," 856,268.17 ",503548.96,351139.7,1579.52,534220.84,conventional,2022,Plains
03/01/2022 0:00, 1.02 ," 1,110,166.09 ",541724.69,566324.98,2116.42,521507.32,conventional,2022,Plains
23/01/2022 0:00, 1.07 ," 2,270,001.04 ",1653500.37,548357.67,68143,1535516.81,conventional,2022,South Central
16/01/2022 0:00, 1.07 ," 2,287,568.50 ",1723805.65,493543.36,70219.49,1673659.66,conventional,2022,South Central
09/01/2022 0:00, 1.00 ," 2,247,732.58 ",1533911.44,646062.65,67758.49,1485922.69,conventional,2022,South Central
03/01/2022 0:00, 0.86 ," 2,395,364.54 ",1656356.87,670286.62,68721.06,1928229.46,conventional,2022,South Central
23/01/2022 0:00, 1.27 ," 2,216,620.37 ",2044222.15,169445.85,2952.37,1236302.28,conventional,2022,Southeast
16/01/2022 0:00, 1.25 ," 2,387,037.92 ",2191731.68,192234.53,3071.71,1284614.19,conventional,2022,Southeast
